Date,Time,Open,High,Low,Close,Quantity,Average
18-Mar-2019,,2043.00,2064.60,2011.00,2022.80,2349915,0.00
15-Mar-2019,,1998.90,2068.95,1991.00,2039.95,5184318,0.00
14-Mar-2019,,2004.95,2007.80,1981.00,1987.40,1905495,0.00
13-Mar-2019,,2013.00,2015.90,1978.60,2000.50,1833163,0.00
12-Mar-2019,,2014.05,2024.80,2003.00,2012.45,2658550,0.00
11-Mar-2019,,2028.90,2033.00,2003.65,2014.80,3111689,0.00
08-Mar-2019,,2025.00,2033.00,2010.05,2022.70,2031071,0.00
07-Mar-2019,,2005.00,2024.05,2000.20,2013.30,2539884,0.00
06-Mar-2019,,1989.30,2015.00,1985.05,1999.60,2635047,0.00
05-Mar-2019,,2005.00,2007.00,1976.60,1988.10,2449622,0.00
01-Mar-2019,,1995.05,2005.00,1980.35,1995.40,4148548,0.00
28-Feb-2019,,2060.00,2071.35,1977.60,1983.45,8454295,0.00
27-Feb-2019,,2040.00,2074.95,2022.00,2058.10,4732082,0.00
26-Feb-2019,,1984.00,2045.15,1972.25,2038.70,6453309,0.00
25-Feb-2019,,1932.50,1990.00,1930.50,1985.15,2934880,0.00
